,Event ID,Ack.,Event Type,Event Code,Plant,Asset,Start Time,End Time,Duration,Energy Loss  (kWh),Rate Loss  (kWh / h),Work Order,Work Order Status,Controllable,Responsibility,Level 1,Level 2,Level 3,Level 4,Level 5,Level 4,Level 5,NERC Performance,FEH Level 1,FEH Level 2,System,Component
,EG-0015855098,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV12 - INVERTER 12,10/18/2019 12:20:00,10/18/2019 13:15:00,0d 00:55:00,14.51081,15.83,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854936,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV09 - INVERTER 9,10/18/2019 12:20:00,10/18/2019 13:15:00,0d 00:55:00,15.2258,16.61,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854986,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV08 - INVERTER 8,10/18/2019 12:20:00,10/18/2019 13:15:00,0d 00:55:00,14.35588,15.66,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850213,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV08 - INVERTER 8,10/18/2019 10:10:00,10/18/2019 13:15:00,0d 03:05:00,54.51951,17.68,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850203,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV11 - INVERTER 11,10/18/2019 09:45:00,10/18/2019 13:15:00,0d 03:30:00,53.32484,15.24,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015857516,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV13 - INVERTER 13,10/18/2019 12:50:00,10/18/2019 13:10:00,0d 00:20:00,4.62743,13.88,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850706,UNACK,Plant Degraded,PF200 - Production Degraded,016 - Burlington High School -  Cambridge,016 - Burlington High School -  Cambridge,10/18/2019 15:45:00,10/18/2019 16:00:00,0d 00:15:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850490,UNACK,Inverter Degraded,PF200 - Production Degraded,016 - Burlington High School -  Cambridge,INV01 - Inverter 1,10/18/2019 15:40:00,10/18/2019 15:55:00,0d 00:15:00,2.46643,9.87,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855203,UNACK,Plant Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,042 - Stockton East Water District -  Low Side - Ph.II,10/18/2019 12:30:00,10/18/2019 12:55:00,0d 00:25:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855100,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV01 - INVERTER 1,10/18/2019 12:35:00,10/18/2019 12:50:00,0d 00:15:00,3.16668,12.67,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855152,UNACK,Plant Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,041 - Stockton East Water District -  High Side - Ph.I,10/18/2019 12:25:00,10/18/2019 12:50:00,0d 00:25:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854933,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV03 - INVERTER 3,10/18/2019 12:25:00,10/18/2019 12:50:00,0d 00:25:00,5.93039,14.23,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855052,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV11 - INVERTER 11,10/18/2019 12:25:00,10/18/2019 12:50:00,0d 00:25:00,7.12206,17.09,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855093,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV04 - INVERTER 4,10/18/2019 12:25:00,10/18/2019 12:50:00,0d 00:25:00,5.86249,14.07,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854998,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV05 - INVERTER 5,10/18/2019 12:25:00,10/18/2019 12:50:00,0d 00:25:00,5.86895,14.09,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854969,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV15 - INVERTER 15,10/18/2019 12:25:00,10/18/2019 12:50:00,0d 00:25:00,4.83521,11.6,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855058,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV09 - INVERTER 9,10/18/2019 12:25:00,10/18/2019 12:50:00,0d 00:25:00,7.25915,17.42,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854929,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV12 - INVERTER 12,10/18/2019 12:25:00,10/18/2019 12:50:00,0d 00:25:00,6.97506,16.74,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854967,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV10 - INVERTER 10,10/18/2019 12:25:00,10/18/2019 12:50:00,0d 00:25:00,7.21826,17.32,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850466,UNACK,Inverter Degraded,PF200 - Production Degraded,043 - Barrette Farms 2,INV01 - INVERTER 1,10/18/2019 13:45:00,10/18/2019 15:45:00,0d 02:00:00,25.30846,12.65,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854992,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV13 - INVERTER 13,10/18/2019 12:25:00,10/18/2019 12:40:00,0d 00:15:00,5.34036,21.36,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854977,UNACK,Inverter Degraded,PF200 - Production Degraded,063 - Midland Park High,INV08 - PV1-8,10/18/2019 15:05:00,10/18/2019 15:35:00,0d 00:30:00,5.65966,11.32,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015845386,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV04 - Inverter No. 4,10/18/2019 08:40:00,10/18/2019 12:35:00,0d 03:55:00,30.96765,7.91,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855055,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV02 - INVERTER 2,10/18/2019 11:50:00,10/18/2019 12:20:00,0d 00:30:00,7.76049,15.52,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854980,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV01 - INVERTER 1,10/18/2019 11:50:00,10/18/2019 12:20:00,0d 00:30:00,7.77232,15.54,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855051,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV11 - INVERTER 11,10/18/2019 11:50:00,10/18/2019 12:20:00,0d 00:30:00,8.70349,17.41,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854932,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV03 - INVERTER 3,10/18/2019 11:50:00,10/18/2019 12:20:00,0d 00:30:00,8.47534,16.95,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855099,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV01 - INVERTER 1,10/18/2019 11:50:00,10/18/2019 12:20:00,0d 00:30:00,8.21376,16.43,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854997,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV05 - INVERTER 5,10/18/2019 11:50:00,10/18/2019 12:20:00,0d 00:30:00,8.69975,17.4,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854926,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV04 - INVERTER 4,10/18/2019 11:50:00,10/18/2019 12:20:00,0d 00:30:00,7.81708,15.63,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854966,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV10 - INVERTER 10,10/18/2019 11:50:00,10/18/2019 12:20:00,0d 00:30:00,8.66594,17.33,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854921,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV06 - INVERTER 6,10/18/2019 11:50:00,10/18/2019 12:20:00,0d 00:30:00,8.57978,17.16,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854975,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV05 - INVERTER 5,10/18/2019 11:50:00,10/18/2019 12:20:00,0d 00:30:00,7.35784,14.72,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854962,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV03 - INVERTER 3,10/18/2019 11:50:00,10/18/2019 12:20:00,0d 00:30:00,7.59956,15.2,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854928,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV12 - INVERTER 12,10/18/2019 11:50:00,10/18/2019 12:20:00,0d 00:30:00,8.65669,17.31,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855057,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV09 - INVERTER 9,10/18/2019 11:50:00,10/18/2019 12:20:00,0d 00:30:00,8.64104,17.28,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850195,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV07 - INVERTER 7,10/18/2019 11:35:00,10/18/2019 12:20:00,0d 00:45:00,13.16298,17.55,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855202,UNACK,Plant Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,042 - Stockton East Water District -  Low Side - Ph.II,10/18/2019 11:25:00,10/18/2019 12:20:00,0d 00:55:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850189,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV13 - INVERTER 13,10/18/2019 11:15:00,10/18/2019 12:20:00,0d 01:05:00,14.91199,13.76,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850804,UNACK,Plant Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,041 - Stockton East Water District -  High Side - Ph.I,10/18/2019 10:15:00,10/18/2019 12:20:00,0d 02:05:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850202,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV04 - INVERTER 4,10/18/2019 10:15:00,10/18/2019 12:20:00,0d 02:05:00,32.93028,15.81,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850215,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV15 - INVERTER 15,10/18/2019 10:10:00,10/18/2019 12:20:00,0d 02:10:00,21.7854,10.05,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855072,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV13 - INVERTER 13,10/18/2019 11:50:00,10/18/2019 12:15:00,0d 00:25:00,5.7299,13.75,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854985,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV08 - INVERTER 8,10/18/2019 11:50:00,10/18/2019 12:15:00,0d 00:25:00,5.9259,14.22,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855069,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV06 - INVERTER 6,10/18/2019 11:50:00,10/18/2019 12:15:00,0d 00:25:00,6.29415,15.11,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855097,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV12 - INVERTER 12,10/18/2019 11:50:00,10/18/2019 12:15:00,0d 00:25:00,5.70284,13.69,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854994,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV10 - INVERTER 10,10/18/2019 11:50:00,10/18/2019 12:15:00,0d 00:25:00,5.87298,14.1,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855088,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV07 - INVERTER 7,10/18/2019 11:50:00,10/18/2019 12:15:00,0d 00:25:00,6.14852,14.76,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855062,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV14 - INVERTER 14,10/18/2019 11:50:00,10/18/2019 12:15:00,0d 00:25:00,5.88841,14.13,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854935,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV09 - INVERTER 9,10/18/2019 11:50:00,10/18/2019 12:15:00,0d 00:25:00,5.92639,14.22,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854989,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV15 - INVERTER 15,10/18/2019 11:50:00,10/18/2019 12:15:00,0d 00:25:00,3.9494,9.48,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015849980,UNACK,Inverter Degraded,PF200 - Production Degraded,008 - Sun Chemical,INV13 - PV 1-13,10/18/2019 14:50:00,10/18/2019 15:10:00,0d 00:20:00,1.48261,4.45,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015851651,UNACK,Plant Degraded,PF200 - Production Degraded,043 - Barrette Farms 2,043 - Barrette Farms 2,10/18/2019 14:45:00,10/18/2019 15:00:00,0d 00:15:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850660,UNACK,Inverter Degraded,PF200 - Production Degraded,043 - Barrette Farms 2,INV17 - INVERTER 17,10/18/2019 14:45:00,10/18/2019 15:00:00,0d 00:15:00,4.96732,19.87,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850661,UNACK,Inverter Degraded,PF200 - Production Degraded,043 - Barrette Farms 2,INV16 - INVERTER 16,10/18/2019 14:45:00,10/18/2019 15:00:00,0d 00:15:00,4.59038,18.36,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015857364,UNACK,Plant Degraded,PF200 - Production Degraded,044 - Sisters of Notre Dame - Main Grounds,044 - Sisters of Notre Dame - Main Grounds,10/18/2019 14:35:00,10/18/2019 14:50:00,0d 00:15:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015849365,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV13 - Inverter No 13,10/18/2019 10:50:00,10/18/2019 11:50:00,0d 01:00:00,9.75136,9.75,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850681,UNACK,Inverter Degraded,PF200 - Production Degraded,051 - Tucson Quincie Douglas Park,INV01 - INV-01 ,10/18/2019 11:30:00,10/18/2019 11:45:00,0d 00:15:00,4.8703,19.48,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850677,UNACK,Inverter Degraded,PF200 - Production Degraded,051 - Tucson Quincie Douglas Park,INV02 - INV-04,10/18/2019 11:30:00,10/18/2019 11:45:00,0d 00:15:00,4.87614,19.5,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850183,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV01 - INVERTER 1,10/18/2019 10:20:00,10/18/2019 11:45:00,0d 01:25:00,20.88599,14.74,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850209,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV03 - INVERTER 3,10/18/2019 10:15:00,10/18/2019 11:45:00,0d 01:30:00,22.79113,15.19,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850184,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV05 - INVERTER 5,10/18/2019 10:15:00,10/18/2019 11:45:00,0d 01:30:00,22.19909,14.8,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850221,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV06 - INVERTER 6,10/18/2019 10:15:00,10/18/2019 11:45:00,0d 01:30:00,21.9575,14.64,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850214,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV10 - INVERTER 10,10/18/2019 10:10:00,10/18/2019 11:45:00,0d 01:35:00,22.66528,14.31,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850198,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV12 - INVERTER 12,10/18/2019 10:10:00,10/18/2019 11:45:00,0d 01:35:00,22.76056,14.38,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850204,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV09 - INVERTER 9,10/18/2019 10:10:00,10/18/2019 11:45:00,0d 01:35:00,23.11993,14.6,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850211,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV11 - INVERTER 11,10/18/2019 10:10:00,10/18/2019 11:45:00,0d 01:35:00,22.56954,14.25,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854979,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV01 - INVERTER 1,10/18/2019 11:25:00,10/18/2019 11:40:00,0d 00:15:00,3.44489,13.78,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855054,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV02 - INVERTER 2,10/18/2019 11:25:00,10/18/2019 11:40:00,0d 00:15:00,3.49407,13.98,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854925,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV04 - INVERTER 4,10/18/2019 11:25:00,10/18/2019 11:40:00,0d 00:15:00,3.42826,13.71,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855068,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV06 - INVERTER 6,10/18/2019 11:25:00,10/18/2019 11:40:00,0d 00:15:00,3.29347,13.17,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855087,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV07 - INVERTER 7,10/18/2019 11:25:00,10/18/2019 11:40:00,0d 00:15:00,3.32891,13.32,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854974,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV05 - INVERTER 5,10/18/2019 11:25:00,10/18/2019 11:40:00,0d 00:15:00,3.26367,13.05,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854961,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV03 - INVERTER 3,10/18/2019 11:25:00,10/18/2019 11:40:00,0d 00:15:00,3.30708,13.23,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850813,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV09 - INVERTER 9,10/18/2019 10:50:00,10/18/2019 11:20:00,0d 00:30:00,6.23719,12.47,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854988,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV15 - INVERTER 15,10/18/2019 10:50:00,10/18/2019 11:20:00,0d 00:30:00,4.00173,8,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855086,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV07 - INVERTER 7,10/18/2019 10:50:00,10/18/2019 11:20:00,0d 00:30:00,6.20123,12.4,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850193,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV04 - INVERTER 4,10/18/2019 10:40:00,10/18/2019 11:20:00,0d 00:40:00,8.19766,12.3,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850208,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV02 - INVERTER 2,10/18/2019 10:10:00,10/18/2019 11:20:00,0d 01:10:00,14.18242,12.16,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850205,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV01 - INVERTER 1,10/18/2019 10:10:00,10/18/2019 11:20:00,0d 01:10:00,14.11959,12.1,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850222,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV03 - INVERTER 3,10/18/2019 10:10:00,10/18/2019 11:20:00,0d 01:10:00,13.75896,11.79,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855061,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV14 - INVERTER 14,10/18/2019 10:50:00,10/18/2019 11:15:00,0d 00:25:00,5.00459,12.01,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015854993,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV10 - INVERTER 10,10/18/2019 10:50:00,10/18/2019 11:15:00,0d 00:25:00,4.97879,11.95,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855096,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV12 - INVERTER 12,10/18/2019 10:50:00,10/18/2019 11:15:00,0d 00:25:00,4.88617,11.73,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015855071,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV13 - INVERTER 13,10/18/2019 10:50:00,10/18/2019 11:15:00,0d 00:25:00,4.81704,11.56,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
