,Event ID,Ack.,Event Type,Event Code,Plant,Asset,Start Time,End Time,Duration,Energy Loss  (kWh),Rate Loss  (kWh / h),Work Order,Work Order Status,Controllable,Responsibility,Level 1,Level 2,Level 3,Level 4,Level 5,Level 4,Level 5,NERC Performance,FEH Level 1,FEH Level 2,System,Component
,EG-0015854984,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV08 - INVERTER 8,10/18/2019 10:50:00,10/18/2019 11:15:00,0d 00:25:00,5.04238,12.1,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850191,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV06 - INVERTER 6,10/18/2019 10:40:00,10/18/2019 11:15:00,0d 00:35:00,6.69539,11.48,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850218,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV05 - INVERTER 5,10/18/2019 10:40:00,10/18/2019 11:15:00,0d 00:35:00,6.75112,11.57,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015759092,ACKED,Plant Comm Loss,PF400 - Communication Issue,010 - City of San Diego- Rec Center & Pool Tierrasanta,010 - City of San Diego- Rec Center & Pool Tierrasanta,10/14/2019 19:50:00,10/18/2019 11:15:00,3d 15:25:00,,,WO-0307033,Completed,Controllable,O&M,,,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,,,,,
,EG-0015850668,UNACK,Inverter Degraded,PF200 - Production Degraded,060 - Midland Park - Godwin Elementary,INV02 - PV1-2,10/18/2019 13:15:00,10/18/2019 14:10:00,0d 00:55:00,3.45679,3.77,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850497,UNACK,Inverter Degraded,PF200 - Production Degraded,060 - Midland Park - Godwin Elementary,INV01 - PV1-1,10/18/2019 13:45:00,10/18/2019 14:05:00,0d 00:20:00,0.99037,2.97,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850277,UNACK,Inverter Degraded,PF200 - Production Degraded,061 - Midland Park - Highland Elementary,INV01 - PV1-1,10/18/2019 13:30:00,10/18/2019 14:05:00,0d 00:35:00,1.86706,3.2,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015849999,UNACK,Plant Degraded,PF200 - Production Degraded,060 - Midland Park - Godwin Elementary,060 - Midland Park - Godwin Elementary,10/18/2019 13:15:00,10/18/2019 14:05:00,0d 00:50:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850803,UNACK,Plant Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,042 - Stockton East Water District -  Low Side - Ph.II,10/18/2019 10:20:00,10/18/2019 11:00:00,0d 00:40:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015857361,UNACK,Plant Degraded,PF200 - Production Degraded,045 - Sisters of Notre Dame - Lourdes Healthcare,045 - Sisters of Notre Dame - Lourdes Healthcare,10/18/2019 13:40:00,10/18/2019 13:55:00,0d 00:15:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850194,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV07 - INVERTER 7,10/18/2019 10:15:00,10/18/2019 10:50:00,0d 00:35:00,8.61763,14.77,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850200,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV15 - INVERTER 15,10/18/2019 10:20:00,10/18/2019 10:45:00,0d 00:25:00,2.40802,5.78,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850216,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV14 - INVERTER 14,10/18/2019 10:10:00,10/18/2019 10:45:00,0d 00:35:00,5.67931,9.74,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850496,UNACK,Inverter Degraded,PF200 - Production Degraded,060 - Midland Park - Godwin Elementary,INV01 - PV1-1,10/18/2019 13:15:00,10/18/2019 13:40:00,0d 00:25:00,1.63304,3.92,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850188,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV13 - INVERTER 13,10/18/2019 10:10:00,10/18/2019 10:40:00,0d 00:30:00,6.76339,13.53,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015848388,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV13 - Inverter No 13,10/18/2019 10:20:00,10/18/2019 10:35:00,0d 00:15:00,1.68304,6.73,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850201,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV13 - INVERTER 13,10/18/2019 10:20:00,10/18/2019 10:35:00,0d 00:15:00,2.34343,9.37,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850197,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV12 - INVERTER 12,10/18/2019 10:20:00,10/18/2019 10:35:00,0d 00:15:00,2.27114,9.08,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850207,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV10 - INVERTER 10,10/18/2019 10:10:00,10/18/2019 10:35:00,0d 00:25:00,4.44773,10.67,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850196,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV07 - INVERTER 7,10/18/2019 10:10:00,10/18/2019 10:35:00,0d 00:25:00,4.74342,11.38,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850217,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV05 - INVERTER 5,10/18/2019 10:10:00,10/18/2019 10:35:00,0d 00:25:00,4.95183,11.88,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850206,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV09 - INVERTER 9,10/18/2019 10:10:00,10/18/2019 10:35:00,0d 00:25:00,4.6447,11.15,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850192,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV04 - INVERTER 4,10/18/2019 10:10:00,10/18/2019 10:35:00,0d 00:25:00,5.34057,12.82,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850199,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV08 - INVERTER 8,10/18/2019 10:10:00,10/18/2019 10:35:00,0d 00:25:00,4.47634,10.74,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850190,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV06 - INVERTER 6,10/18/2019 10:10:00,10/18/2019 10:35:00,0d 00:25:00,4.77267,11.45,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850465,UNACK,Inverter Degraded,PF200 - Production Degraded,043 - Barrette Farms 2,INV01 - INVERTER 1,10/18/2019 13:05:00,10/18/2019 13:20:00,0d 00:15:00,4.75986,19.04,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015847947,UNACK,Plant Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,017 - Tracy USD -  Kimball HS,10/18/2019 10:00:00,10/18/2019 10:15:00,0d 00:15:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015848031,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV03 - Inverter No. 3,10/18/2019 10:00:00,10/18/2019 10:15:00,0d 00:15:00,1.4454,5.78,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015847956,UNACK,Plant Degraded,PF200 - Production Degraded,053 - City of San Diego-  Park De La Cruz,053 - City of San Diego-  Park De La Cruz,10/18/2019 09:55:00,10/18/2019 10:10:00,0d 00:15:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850680,UNACK,Inverter Degraded,PF200 - Production Degraded,051 - Tucson Quincie Douglas Park,INV01 - INV-01 ,10/18/2019 09:55:00,10/18/2019 10:10:00,0d 00:15:00,6.6837,26.73,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015847955,UNACK,Inverter Degraded,PF200 - Production Degraded,053 - City of San Diego-  Park De La Cruz,INV01 - INV-1,10/18/2019 09:55:00,10/18/2019 10:10:00,0d 00:15:00,2.95431,11.82,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015849255,UNACK,Inverter Degraded,PF200 - Production Degraded,063 - Midland Park High,INV08 - PV1-8,10/18/2019 12:45:00,10/18/2019 13:05:00,0d 00:20:00,6.94033,20.82,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015847915,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV14 - Inverter No. 14,10/18/2019 09:40:00,10/18/2019 10:05:00,0d 00:25:00,1.71606,4.12,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015847888,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV13 - Inverter No. 13,10/18/2019 09:40:00,10/18/2019 10:05:00,0d 00:25:00,1.79106,4.3,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015847914,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV06 - Inverter No. 6,10/18/2019 09:40:00,10/18/2019 10:05:00,0d 00:25:00,1.87022,4.49,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015847913,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV17 - Inverter No. 17,10/18/2019 09:40:00,10/18/2019 10:05:00,0d 00:25:00,1.74939,4.2,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015847690,UNACK,Inverter Degraded,PF200 - Production Degraded,018 - City of Paso Robles - Sherwood Park,INV03 - INVERTER - 3,10/18/2019 09:25:00,10/18/2019 10:05:00,0d 00:40:00,0.68305,1.02,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015847912,UNACK,Inverter Degraded,PF200 - Production Degraded,002 - Templeton USD - Vineyard ES,INV01 - Inverter No 1,10/18/2019 09:40:00,10/18/2019 10:00:00,0d 00:20:00,1.92334,5.77,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015849993,UNACK,Plant Degraded,PF200 - Production Degraded,062 - Tucson Golf Links Sports Complex,062 - Tucson Golf Links Sports Complex,10/18/2019 09:30:00,10/18/2019 10:00:00,0d 00:30:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850667,UNACK,Inverter Degraded,PF200 - Production Degraded,062 - Tucson Golf Links Sports Complex,INV03 - INV-03,10/18/2019 09:30:00,10/18/2019 10:00:00,0d 00:30:00,2.18109,4.36,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850666,UNACK,Inverter Degraded,PF200 - Production Degraded,062 - Tucson Golf Links Sports Complex,INV02 - INV-02,10/18/2019 09:30:00,10/18/2019 10:00:00,0d 00:30:00,3.8705,7.74,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850665,UNACK,Inverter Degraded,PF200 - Production Degraded,062 - Tucson Golf Links Sports Complex,INV01 - INV-01,10/18/2019 09:30:00,10/18/2019 10:00:00,0d 00:30:00,1.74925,3.5,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015844794,UNACK,Inverter Degraded,PF200 - Production Degraded,007 - San Diego-Police Station Northern Division,INV03 - INV-3,10/18/2019 08:10:00,10/18/2019 09:55:00,0d 01:45:00,12.38216,7.08,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850801,UNACK,Plant Degraded,PF200 - Production Degraded,035 - Pima - Eckstrom Columbus Library,035 - Pima - Eckstrom Columbus Library,10/18/2019 09:35:00,10/18/2019 09:50:00,0d 00:15:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850272,UNACK,Inverter Degraded,PF200 - Production Degraded,035 - Pima - Eckstrom Columbus Library,INV02 - INV-02,10/18/2019 09:35:00,10/18/2019 09:50:00,0d 00:15:00,2.65749,10.63,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850269,UNACK,Inverter Degraded,PF200 - Production Degraded,035 - Pima - Eckstrom Columbus Library,INV01 - INV-01,10/18/2019 09:35:00,10/18/2019 09:50:00,0d 00:15:00,2.65006,10.6,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015845192,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV13 - Inverter No 13,10/18/2019 08:30:00,10/18/2019 09:50:00,0d 01:20:00,8.3018,6.23,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015847602,UNACK,Inverter Degraded,PF200 - Production Degraded,018 - City of Paso Robles - Sherwood Park,INV02 - INVERTER - 2,10/18/2019 09:20:00,10/18/2019 09:40:00,0d 00:20:00,0.27105,0.81,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015844796,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV04 - INV-4,10/18/2019 08:10:00,10/18/2019 09:40:00,0d 01:30:00,12.84175,8.56,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015844803,UNACK,Plant Degraded,PF200 - Production Degraded,053 - City of San Diego-  Park De La Cruz,053 - City of San Diego-  Park De La Cruz,10/18/2019 08:10:00,10/18/2019 09:40:00,0d 01:30:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015844802,UNACK,Inverter Degraded,PF200 - Production Degraded,053 - City of San Diego-  Park De La Cruz,INV01 - INV-1,10/18/2019 08:10:00,10/18/2019 09:40:00,0d 01:30:00,11.48182,7.65,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015844795,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV02 - INV-2,10/18/2019 08:10:00,10/18/2019 09:35:00,0d 01:25:00,11.84055,8.36,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015844793,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV01 - INV-1,10/18/2019 08:10:00,10/18/2019 09:35:00,0d 01:25:00,12.87091,9.09,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015844792,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV03 - INV-3,10/18/2019 08:10:00,10/18/2019 09:35:00,0d 01:25:00,12.85841,9.08,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850653,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV01 - INV-13,10/18/2019 09:15:00,10/18/2019 09:30:00,0d 00:15:00,0.72043,2.88,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850503,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV04 - INV-22,10/18/2019 09:15:00,10/18/2019 09:30:00,0d 00:15:00,0.826,3.3,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850389,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV03 - INV-15,10/18/2019 09:15:00,10/18/2019 09:30:00,0d 00:15:00,1.25574,5.02,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850467,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV02 - INV-14,10/18/2019 09:15:00,10/18/2019 09:30:00,0d 00:15:00,1.19669,4.79,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850473,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV06 - INV-06,10/18/2019 09:15:00,10/18/2019 09:30:00,0d 00:15:00,1.05539,4.22,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015850474,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV05 - INV-11,10/18/2019 09:15:00,10/18/2019 09:30:00,0d 00:15:00,2.05168,8.21,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
